Account,date,Net PnL,Size USD,Fee,Trade Count,sentiment_value,rolling_7d_Net PnL_mean,rolling_7d_Net PnL_std,rolling_7d_Size USD_mean,rolling_7d_Size USD_std,rolling_7d_Trade Count_mean,rolling_7d_Trade Count_std,next_day_pnl,target_profitable,target_volatility,pred_profitability,pred_volatility
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,439.829749,72982.65,24.451253,225,82.0,214.1281817142857,441.9244341850501,244632.7442857143,297272.87175291224,278.42857142857144,149.7151263153428,-583.814032,0,521.793654211084,0,651.8276968269247
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-583.814032,219729.39,75.523391,217,79.0,106.93349185714284,536.3140095474449,248759.75857142857,296601.3836980362,279.0,149.43114356340402,130.903158,1,525.056011407093,1,524.5954415501313
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,130.903158,187730.65,62.761001,169,75.0,213.42787485714285,433.2886232298853,150597.25714285715,109617.49390199246,245.0,142.36221408786813,98.246861,1,403.54556892111634,1,1128.430241019819
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,98.246861,195837.9,67.285783,207,77.0,131.98423328571428,384.3421012815811,132125.93142857144,82955.98410780632,210.8571428571429,111.41877246291514,9522.52074625,1,5431.7045455649495,1,4156.43118613362
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9522.52074625,80123.45,29.21348375,206,78.0,1481.0561343214283,3566.6445170443462,117467.81142857144,81577.78025758614,178.42857142857142,54.46667832371505,5572.75557988,1,4732.649519503991,1,4339.334133610154
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5572.75557988,48590.47,17.77266812,154,84.0,2183.470477875714,3849.958117198132,116977.93,82045.2624295029,178.14285714285714,54.60899978156404,4442.14948057,1,2667.367216889274,1,3693.8109975673033
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4442.14948057,47695.56,16.10546943,193,81.0,2803.2273632428573,3808.3502484206856,121812.86714285715,75707.54839525616,195.8571428571429,25.835560579871157,1277.53656976,1,2226.430303271679,1,2763.041225660239
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1277.53656976,19651.71,6.30947724,140,80.0,2922.8997662085712,3734.144779686592,114194.16142857145,83701.84833616586,183.7142857142857,29.56188021599379,1187.37589,1,1853.6655105183725,1,2517.384286409238
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1187.37589,7205.03,2.982829,78,76.0,3175.9268979228573,3510.219978164296,83833.53857142858,77344.0520462992,163.85714285714286,45.7363042211494,9058.94191177,1,4518.848483111608,1,4418.179770461433
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9058.94191177,18567.68,7.22773423,112,78.0,4451.361005604286,3827.105884473274,59667.39999999999,64896.8682851673,155.71428571428572,49.58062217477813,14676.46131708,1,6775.857898490055,1,5551.440864528517
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14676.46131708,25406.1,9.32634692,98,84.0,6533.963070758572,4884.036766124111,35320.0,25004.93777721411,140.14285714285714,47.87632877678555,386.268747,1,7199.321585884855,1,5328.46407804772
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,386.268747,8956.57,2.907485,69,72.0,5228.784213722857,5164.963962019735,25153.30285714285,16909.714532157886,120.57142857142856,44.33906157049776,4004.34379924,1,7429.604779620947,1,5944.900144896878
