Account,date,Net PnL,Size USD,Fee,Trade Count,sentiment_value,rolling_7d_Net PnL_mean,rolling_7d_Net PnL_std,rolling_7d_Size USD_mean,rolling_7d_Size USD_std,rolling_7d_Trade Count_mean,rolling_7d_Trade Count_std,next_day_pnl,target_profitable,target_volatility
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-11,-15.520228000000001,155202.3,15.520228000000001,3,25.0,4754.434081101429,12603.998912011664,512490.5228571428,1042454.9557546877,89.28571428571429,122.79890646325572,-14862.799981,0,8573.667935350859
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-16,-14862.799981,244000.02,24.399981,53,29.0,2632.897234381429,14627.456368083822,531310.9785714286,1035188.7656379719,85.85714285714286,123.53195075421928,-42981.797255000005,0,21822.086232835918
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-18,-42981.797255000005,575327.59,58.525344000000004,65,33.0,-3507.117945244286,22706.9580825142,608958.0628571429,1011592.4279283837,93.0,120.15129351502353,-5.493336,0,21826.51394893004
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-19,-5.493336,50220.57,5.493336,39,32.0,-3506.949979338572,22706.98829558911,598573.5785714287,1017767.7658055365,85.71428571428571,121.8971072745566,-463.148203,0,24681.32784016652
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-20,-463.148203,50678.6,5.067853,38,37.0,-3571.5954424285715,22696.017003982703,578513.38,1028465.2523598932,80.14285714285714,123.24559298602198,-10.599979000000001,0,262.76540555030255
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-22,-10.599979000000001,106000.01,10.599979000000001,79,47.0,-8335.62618557143,16238.709212684433,183096.04285714283,185441.6361693858,40.714285714285715,28.016151803999715,10092.134914,1,5967.747395979172
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-23,10092.134914,272792.47000000003,56.316286,167,72.0,-6892.460581142856,17501.72232144126,207745.93714285715,184055.7608727743,63.42857142857143,51.60057216367899,-3509.749953,0,7063.056170359191
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-24,-3509.749953,97499.96,9.749953,111,63.0,-7391.636256142859,17321.7969304212,199502.7457142857,188050.0061598075,78.85714285714286,46.405562064004634,-2655.504987,0,7618.435200689334
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-25,-0.264289,2753.02,0.264289,3,59.0,-1.1893863333333334,1.3327224385423746,12389.453333333333,13882.531842240927,2.6666666666666665,1.5275252316519468,-3.19406,0,1.6064925613052181
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-26,-3.19406,33271.51,3.19406,5,50.0,-1.69055475,1.4794521033994026,17609.9675,15410.976593260566,3.25,1.707825127659933,-2.506004,0,1.5320065988109624
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-27,-2.506004,26104.72,2.506004,46,61.0,-1.8536445999999998,1.3321318968310907,19308.917999999998,13876.44816499417,11.8,19.175505208468433,-2.8031200000000003,0,0.34509251421225173
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-28,-2.8031200000000003,29199.21,2.8031200000000003,4,64.0,-2.0118905000000002,1.2529608539953274,20957.3,13051.729013742204,10.5,17.444196742756603,-3.589268,0,0.5597272384915113
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-30,-3.589268,37388.95,3.589268,96,61.0,-2.237230142857143,1.289846799897108,23304.678571428572,13436.058262874109,22.714285714285715,36.02644531319683,8689.763589,1,5018.882686162227
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-25,8689.763589,23296.0,2.236411,5,72.0,1239.5457065714286,3285.2375347569873,22589.568571428572,13257.799253316804,22.857142857142858,35.941751818873875,42463.481926,1,22433.942178462472
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-26,42463.481926,88668.86,8.512204,6,,7305.841253428572,15837.887647782023,34383.18142857143,26381.826268142388,23.571428571428573,35.481718968398084,573.530225,1,22216.005295874827
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-11-29,573.530225,573.59,0.055063,1,78.0,7387.811898285714,15795.199218658527,34071.83428571429,26826.44014376045,23.285714285714285,35.68246201200381,-2.280519,0,24353.09902100138
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-12,-2.280519,23755.55,2.280519,17,83.0,7387.942404142857,15795.12797713297,32712.411428571428,27113.331080516728,25.0,34.93804039534368,-8.501389,0,334.2547710512255
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-13,-8.501389,88556.4,8.501389,30,76.0,7387.085920571429,15795.595667045944,41634.08,33981.64361473216,22.714285714285715,33.841366627813585,-8.430394,0,3.571302856411734
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-14,-8.430394,87816.93,8.430394,43,83.0,7386.282024285714,15796.034586060901,50008.03999999999,37451.924330147136,28.285714285714285,33.455015995185164,-2.1599950000000003,0,3.640884049311906
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-15,-2.1599950000000003,22500.0,2.1599950000000003,8,80.0,7386.486206142858,15795.923151919927,47881.04714285714,38690.356158650924,15.714285714285714,15.467323467170882,-6.147281,0,3.173561522605575
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-16,-6.147281,64034.549999999996,6.147281,41,83.0,6144.213224714286,16016.746091429884,53700.83999999999,37418.986150835255,20.857142857142858,17.19911404141282,-4.233596,0,1.9941773250789352
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-17,-4.233596,44100.09,4.233596,14,87.0,77.39672157142857,218.7898822007936,47333.87285714286,34124.10494795174,22.0,16.28905563049415,-9.542376,0,2.6886180966364797
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-18,-9.542376,99399.99,9.542376,31,81.0,-5.899364285714286,3.0649455951561055,61451.93,31926.60063861013,26.285714285714285,13.561148989107142,-2.38848,0,3.7140683962356436
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-19,-2.38848,24880.0,2.38848,1,75.0,-5.914787285714286,3.043899669580599,61612.56571428571,31707.40014049133,24.0,16.431676725154976,-11.07761,0,4.63745889040358
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-20,-11.07761,115392.0,11.07761,28,74.0,-6.282818857142857,3.5262834656020114,65446.22285714286,36732.21610173634,23.714285714285715,16.32701529892798,-11.498103,0,5.142357175340383
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-23,-11.498103,119772.27,11.498103,35,70.0,-6.721063,3.9968895129829805,70011.27142857143,41634.37557945736,22.571428571428573,14.976171549688996,-2.752992,0,4.932089547069168
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-25,-2.752992,28677.0,2.752992,1,73.0,-6.805776857142857,3.888932282157386,70893.7,40509.82946527424,21.571428571428573,16.287593876497354,-5.443196,0,4.479137955256377
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-27,-5.443196,56700.01,5.443196,6,74.0,-6.7051932857142855,3.917800322156149,69845.90857142858,40810.5491443546,16.571428571428573,14.615712354142973,-7.8546689999999995,0,2.5521071684167085
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-28,-7.8546689999999995,81819.74,7.8546689999999995,34,72.0,-7.2224894285714285,3.7734663631912193,75234.43000000001,39307.07708044106,19.428571428571427,15.92542142673303,-6.728418,0,1.206609376498736
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-29,-6.728418,70087.78,6.728418,14,73.0,-6.820495428571428,3.6323850980860675,71046.97142857143,37837.47679823822,17.0,15.143755588800726,-3.444814,0,2.2911902240107342
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-30,-3.444814,35883.59,3.444814,15,65.0,-6.971400285714286,3.434103168260292,72618.91285714286,35772.02129775903,19.0,13.515423288475523,-2.5615259999999997,0,2.1956487291288256
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-02,-2.5615259999999997,26682.58,2.5615259999999997,3,70.0,-5.754816857142857,3.2399561146432814,59946.13857142858,33749.66736211162,15.428571428571429,14.033972386761379,-3.493867,0,0.5247002031405301
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-03,-3.493867,36394.5,3.493867,6,74.0,-4.6113545714285715,2.0799803803032146,48035.02857142857,21666.533986715127,11.285714285714286,11.309498746839395,-0.204379,0,1.6953923446186214
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-04,-0.204379,2128.95,0.204379,1,73.0,-4.247267,2.6139980303890864,44242.450000000004,27229.216490366874,11.285714285714286,11.309498746839395,-2.199305,0,1.6571235123243477
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-05,-2.199305,22909.5,2.199305,8,72.0,-3.7838539999999994,2.6538825375185513,39415.23428571429,27644.683810088984,11.571428571428571,11.178210096092348,-6.986013,0,3.485275243165153
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-06,-6.986013,72771.21,6.986013,25,76.0,-3.6597602857142855,2.443803316051009,38122.58714285714,25456.34731681651,10.285714285714286,8.320943169983508,10644.274858,1,6148.126993349197
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-09,10644.274858,38563.98,3.702142,1,69.0,1517.9121362857145,4024.348203883937,33619.18714285714,21309.664101162904,8.428571428571429,8.791229395580249,-0.018815909999999998,0,6147.498061547341
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-24,-0.018815909999999998,4517.8,0.018815909999999998,2,75.0,1518.401564584286,4024.1325468000746,29138.360000000004,23895.01075809273,6.571428571428571,8.541216596737316,-0.23434225,0,6145.548036005379
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-25,-0.23434225,55742.0,0.23434225,14,75.0,1518.7340194057144,4023.9860430137587,33289.705714285716,25842.201731343685,8.142857142857142,8.783100656536798,254.121905,1,146.7904702796773
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-26,254.121905,91959.79000000001,8.828095,55,73.0,1555.5362725485716,4008.893597721465,41227.60428571428,34152.55907533376,15.142857142857142,19.62505686979931,-1.0848,0,147.0987684452506
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-27,-1.0848,11300.0,1.0848,1,71.0,1555.41049812,4008.9505556317345,42537.75428571429,32540.551697166964,15.142857142857142,19.62505686979931,1463.901877,1,782.6114411288908
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-28,1463.901877,113418.54,10.888123,70,72.0,1764.8535241200002,3951.903933675165,55467.61714285715,40459.59501192547,24.0,28.04757862395017,-2.973523,0,846.3562065491378
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,-2.973523,30974.56,2.973523,37,60.0,1765.4267369771428,3951.604379430377,49496.66714285715,40564.35789025908,25.714285714285715,28.48224175232868,-1.44,0,846.4585643832073
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-04,-1.44,15000.0,1.44,1,72.0,244.61032869142858,546.009661890661,46130.38428571429,42551.882371554326,25.714285714285715,28.48224175232868,-4.006744,0,1.2914727634294918
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-07,-4.006744,41737.450000000004,4.006744,54,44.0,244.04062467857145,546.3094458537695,51447.47714285715,38630.22677843122,33.142857142857146,28.044182827748617,-5.082878,0,1.8715767628076714
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-10,-5.082878,52946.94,5.082878,24,43.0,243.34797671428575,546.673724379967,51048.18285714286,38592.86621583784,34.57142857142857,27.146866871747484,-1.468272,0,1.855948958533479
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-14,-1.468272,15294.55,1.468272,5,48.0,206.8350942857143,554.3163280994461,40096.00571428571,35826.822611961135,27.428571428571427,27.452122825367216,-1.094397,0,2.202768634484785
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-15,-1.094397,11400.0,1.094397,7,50.0,206.83372328571429,554.3169280714346,40110.291428571436,35813.44412623862,28.285714285714285,26.568868284229985,-0.950397,0,0.26730483084799717
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-16,-0.950397,9900.0,0.950397,6,54.0,-2.430887285714286,1.6174762388816537,25321.928571428572,16848.88398246055,19.142857142857142,20.028551049510728,-0.605851,0,0.251038955999249
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-18,-0.605851,6310.99,0.605851,9,47.0,-2.0926484285714286,1.7288166258291169,21798.56142857143,18008.67420560758,15.142857142857142,18.61387091596454,-0.646828,0,0.18821238126213646
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-21,-0.646828,6737.94,0.646828,18,55.0,-1.979338142857143,1.803118305828064,20618.26714285714,18782.635145140273,17.571428571428573,17.53907202844688,-1.39519,0,0.44436828922963545
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-22,-1.39519,14533.33,1.39519,14,49.0,-1.6062589999999999,1.568648673447216,16731.964285714286,16340.17250097532,11.857142857142858,7.104659772022207,81751.199889,1,47199.66674379323
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-25,81751.199889,265784.58999999997,25.515211,137,25.0,11677.862707714285,30899.437288129924,47137.34285714285,96476.4945559801,28.0,48.29078587059855,8227.72384,1,45012.78842819508
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-26,8227.72384,23710.0,2.27616,1,21.0,12853.461580857142,30535.42698090613,48339.549999999996,96065.1201296662,27.428571428571427,48.63077606775756,8515.195638,1,42366.056556743264
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-27,8515.195638,26769.52,2.569862,13,10.0,14070.074443,30104.52269301705,50535.19571428571,95252.32600173338,28.285714285714285,48.262180796541884,15697.664212999998,1,4232.227625449042
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-28,15697.664212999998,22702.71,2.835787,3,16.0,16312.733672999997,29459.41384601435,52364.15428571428,94461.67314185205,27.857142857142858,48.50576794371494,-1.06357,0,7858.801644583442
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,-1.06357,11079.01,1.06357,14,20.0,16312.668284571426,29459.456090631116,53045.299999999996,94090.70768689575,28.571428571428573,48.217760015915104,10911.933514,1,8046.187271864447
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-02,10911.933514,34151.01,3.278486,25,26.0,17871.60833342857,28732.063815255337,56961.45285714285,92397.36330126537,29.571428571428573,48.034213996751475,17241.614508,1,8722.273347993822
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,17241.614508,60552.15,5.8129919999999995,16,33.0,20334.895433142858,27663.655761141687,63535.57,90492.95631290038,29.857142857142858,47.931995477720214,169087.208714,1,89551.25815778616
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-04,169087.208714,469661.83,45.087396,155,15.0,32811.468122428574,60356.304961067384,92660.89,166947.9629347627,32.42857142857143,54.64996841370586,-0.476632,0,93045.70518686072
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-07,-0.476632,4965.01,0.476632,10,34.0,31636.01091214286,60991.656026830904,89983.03428571428,168382.44154651734,33.714285714285715,53.88789067967647,-0.322746,0,97622.77622813241
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-08,-0.322746,3362.0,0.322746,7,28.0,30419.508285857148,61611.44237244888,86639.10285714285,170070.99585054754,32.857142857142854,54.318285967767714,-0.46947500000000003,0,0.08686587037978195
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-09,-0.46947500000000003,4890.49,0.46947500000000003,21,27.0,28176.917759000004,62515.673841910786,84094.5,171315.74656374595,35.42857142857143,53.08124949187847,-2682.28098,0,1548.3869530801355
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-10,-2682.28098,23760.49,2.28098,35,20.0,27793.886700428575,62724.956996055174,85906.14000000001,170479.94350776996,38.42857142857143,52.2553255431353,-0.568848,0,1548.3159086113476
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-15,-0.568848,5925.5,0.568848,1,46.0,26234.957791571436,63346.98227669905,81873.9242857143,172232.86793321493,35.0,54.040108561450296,-3550.699278,0,1850.6375644284385
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-12,-3550.699278,18973.91,3.799278,12,43.0,23264.62725071429,64318.978640811314,75934.17571428571,173800.55342538047,34.42857142857143,54.29504932268117,-4527.677666,0,2382.3177471619583
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-13,-4527.677666,10200.0,0.9791970000000001,5,45.0,-1537.4993749999958,1989.750078281002,10296.771428571428,7973.167958353061,13.0,11.561430130683128,7847.229362,1,6879.990164779884
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-14,7847.229362,8027.5,0.7706379999999999,3,31.0,-416.3985187142815,4096.080583699043,10734.270000000002,7711.577028921752,12.0,12.151817422372165,6334.768224,1,6750.538168161044
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-15,6334.768224,8664.4,0.8317760000000001,6,38.0,488.6144770000043,4836.304556362345,11491.755714285715,7103.145151392834,11.857142857142858,12.226045578035095,14606.315223,1,4404.377938048473
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-16,14606.315223,36300.0,3.4847770000000002,44,29.0,2575.298005285719,7175.532323833999,15978.828571428572,11057.904729064843,15.142857142857142,17.179722266173517,18368.635797,1,6156.128580836106
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-20,18368.635797,62440.0,5.994203,55,37.0,5582.571830571433,8826.202425895026,21504.472857142857,20888.675259188112,18.0,22.015146301277845,-9048.919425,0,14862.971420641943
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-26,90.385116,9255.8,-0.185116,2,49.0,417.3145756666666,646.62946513152,21601.73,28341.982246252643,19.666666666666668,24.785748593361735,1.4876420000000001,1,645.9652009894897
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-29,1.4876420000000001,2068.8599999999997,0.227798,2,55.0,313.35784225,567.4338021374587,16718.5125,25117.627761670192,15.25,22.081289213570237,3628.560993,1,2068.9068124254522
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-14,3628.560993,218138.7,10.742176,88,74.0,976.3984724,1561.921965401817,57002.55,92667.09127186092,29.8,37.7385744298854,1021.188521,1,1870.5543823472553
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-15,1021.188521,76437.88,3.518759,52,72.0,983.8634805,1397.1451388024575,60241.77166666667,83262.87999982187,33.5,34.94996423460259,5489.529323,1,2244.5364724082187
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-16,5489.529323,464143.87,2.2395110000000007,170,72.0,1627.5300294285714,2127.633701055416,117942.07142857143,170536.00246433678,53.0,60.66025607155534,1658.69452,1,2416.8774175733115
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-17,1658.69452,202359.19,11.317838,64,76.0,1864.567879,2004.90658674929,146632.41142857142,164472.36665992887,60.857142857142854,57.490371864711896,480.7657549999999,1,2618.8586554519816
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-18,480.7657549999999,157048.17,-3.140925,97,72.0,1767.230267142857,2060.463873654476,161350.35285714286,159333.26651939028,67.85714285714286,58.635679045636174,4323.475692,1,1968.7133924629838
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-19,4323.475692,236374.11,2.351851,95,75.0,2371.957492285714,2106.964014136619,193795.82571428572,145744.86216386574,81.14285714285714,51.304413622444386,3050.6674279999997,1,1957.5007512009388
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-20,3050.6674279999997,117709.42,2.646102,35,72.0,2807.5546045714286,1832.534224205299,210315.90571428573,125544.7526668296,85.85714285714286,43.78518992927697,1858.32934,1,1232.7920566598068
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-21,1858.32934,98041.92,0.4692299999999999,21,78.0,2554.6643684285714,1822.4705260354574,193159.22285714286,132320.75859073378,76.28571428571429,50.10560276627184,3869.9026499999995,1,1011.5370850480668
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-22,3869.9026499999995,368033.23,24.20242,86,74.0,2961.6235297142857,1739.1274708691965,234815.70142857142,135316.24069267372,81.14285714285714,48.99465471330715,1420.619999,1,1306.2032864497394
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-23,1420.619999,111106.14,-2.067069,143,76.0,2380.3507691428567,1400.3942412919203,184381.74000000002,95542.71767300318,77.28571428571429,41.29049239116387,-30.6809,0,1971.4551239485688
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-25,-30.6809,4480.13,-0.0896,5,74.0,2139.011423428571,1665.893023547015,156113.30285714284,116345.84522351963,68.85714285714286,49.63341808173391,4416.935027,1,2268.0926451007585
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-26,4416.935027,191687.17,-0.08772699999999982,37,72.0,2701.3213194285713,1677.150743984407,161061.73142857145,117126.25071142125,60.285714285714285,49.14168049532659,316.26628700000003,1,2473.7671643293515
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-27,316.26628700000003,206785.98,-4.135694,55,79.0,2128.862833,1714.650079790641,156834.85571428572,114458.90006715346,54.57142857142857,46.69709892080073,2505.124387,1,2051.8935896859603
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-28,2505.124387,171107.13,-1.377152,45,82.0,2050.928112857143,1677.7704291800212,164463.1,113189.0793795732,56.0,46.14831163397711,8498.04042,1,4235.712657943012
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-29,8498.04042,370839.64,-4.847684,109,80.0,2999.458267142857,2947.3060670344175,203434.20285714284,131920.9872418822,68.57142857142857,47.00303941540073,8244.788263,1,3389.2703404290646
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-01,8244.788263,472974.7,-0.546854,137,80.0,3624.441926142857,3562.3320928931576,218425.84142857144,157270.93211158793,75.85714285714286,53.639004997696006,1675.920233,1,3867.7187009151808
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-02,1675.920233,60253.79,-1.205066,24,80.0,3660.9133881428575,3537.227119502153,211161.22,164081.44978962324,58.857142857142854,47.29492069778238,8363.593348,1,3827.294813504522
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,8363.593348,390745.68,-2.507103,79,83.0,4860.095423571429,3499.8314651703763,266342.0128571429,147057.47119062615,69.42857142857143,41.117138125349236,26775.275262,1,12998.029501089744
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,26775.275262,1574220.16,-1.503619,287,82.0,8054.144028571429,8964.355456319205,463846.72571428574,510174.8915819983,105.14285714285714,88.97645488447785,19795.464500000002,1,9295.119393276373
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,19795.464500000002,841810.32,-4.438459,180,90.0,10836.886630428573,9182.739898267348,554564.4885714286,513296.3380832071,123.0,89.77564628932873,6818.1804569999995,1,10127.629637628204
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-06,6818.1804569999995,327218.02,-3.355318,82,75.0,11453.037497571428,8660.355229676887,576866.0442857143,496991.63966076274,128.28571428571428,85.40045723084913,4275.557865,1,8324.08486198501
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-08,4275.557865,183583.18,-3.6716290000000003,67,81.0,10849.825704,9039.24472413991,550115.1214285714,514655.1253538745,122.28571428571429,88.40383529710739,9947.64986,1,2841.10119464867
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,9947.64986,658178.75,1.8517640000000002,117,84.0,11093.091646428571,8980.17375528459,576572.8428571429,514789.02059607167,119.42857142857143,88.17191000701817,2480.646128,1,3897.6591367354686
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-10,2480.646128,219973.85,2.281072,42,79.0,11208.05248857143,8843.639074329389,599389.9942857142,491083.75642141525,122.0,85.13518661517104,3579.7066050000003,1,4031.4344007376353
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-11,3579.7066050000003,176519.44999999998,8.47289,42,82.0,10524.640096714285,9274.436713332396,568786.2471428572,512463.08109174395,116.71428571428571,89.29672313083364,3034.220047,1,549.5351976684018
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-12,3034.220047,103040.85,4.945953,8,81.0,7133.060780285714,6158.9316650185,358617.7742857143,280635.1040785491,76.85714285714286,57.07430411731877,3390.7917839999996,1,277.0041510455726
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-14,3390.7917839999996,199866.9,9.593594,17,88.0,4789.536106571429,2671.3913207533747,266911.5714285714,185019.35943857653,53.57142857142857,38.06510713176021,5495.556853,1,1330.1226930800774
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-15,5495.556853,249644.77,13.697647,35,83.0,4600.5898774285715,2547.9126156813613,255829.67857142858,183118.63024169244,46.857142857142854,36.32000629326567,72.945631,1,2733.8267305378413
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-17,72.945631,4940.99,0.665249,7,79.0,4000.216701142857,3077.3888590919632,230309.36571428573,205896.88736862794,38.285714285714285,37.822895560380225,1233.420843,1,2855.32305674755
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-18,1233.420843,51241.71,11.217557,6,77.0,2755.3268415714288,1744.3659757772837,143604.07428571428,91950.64958127985,22.428571428571427,16.681897802280062,825.424563,1,588.6974640769363
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-19,825.424563,180988.91,17.37493,10,79.0,2518.866618,1893.6100968698006,138034.79714285716,87633.41934253935,17.857142857142858,14.690456895873801,2576.3640219999997,1,916.1282966556613
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-20,2576.3640219999997,144362.44,16.783601,59,74.0,2375.531963285714,1837.0567902924533,133440.9385714286,86109.37126368695,20.285714285714285,19.847034083327515,2087.782833,1,903.5161840613595
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-21,2087.782833,97908.18,9.399167,23,78.0,2240.326647,1815.1965978027101,132707.69999999998,86432.62404082072,22.428571428571427,19.095000592276758,1288.12964,1,650.3466550343508
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-24,1288.12964,92592.20999999999,8.888837,19,74.0,1939.9463407142855,1766.406094395455,117382.7442857143,81933.41352512775,22.714285714285715,19.015031647920825,3175.555211,1,947.3708585236554
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-26,3175.555211,174578.85,19.752188999999998,111,81.0,1608.5175347142856,1067.4417027821228,106659.04142857144,64873.81592154217,33.57142857142857,38.70338978632728,-40.025686,0,1615.8760452252986
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-27,-40.025686,12798.689999999999,1.244826,11,83.0,1592.378775142857,1095.0252048235518,107781.56999999999,62857.05349500901,34.142857142857146,38.27283009929531,225.79663899999997,1,1784.7360984520349
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-28,225.79663899999997,15309.83,2.054369,10,80.0,1448.4324602857141,1210.2433186514604,102648.44428571429,69373.24065884952,34.714285714285715,37.80967374325557,1090.635686,1,591.1857045825694
